address,business_status,category,city,country,country_code,google_id,latitude,logo,longitude,name,owner_title,phone,photo,place_id,postal_code,rating,reviews,state,street,subtypes,type,verified,website,working_hours
"Valle Grande 196, Valle Dorado, 63735 Mezcales, Nay.",OPERATIONAL,Centro de estética,Mezcales,Mexico,MX,0x84214779d211e5d1:0x9fe80b996de86d8c,20.7158823,https://lh6.googleusercontent.com/-b5nFSeh0Obk/AAAAAAAAAAI/AAAAAAAAAAA/t4sG5oCr7ZA/s44-p-k-no-ns-nd/photo.jpg,-105.27055969999999,Arte & Glamour Instituto y Salón de Belleza,Arte & Glamour Instituto y Salón de Belleza,+52 322 111 7284,https://lh3.googleusercontent.com/gps-cs-s/AHVAweohutS5gJT3cH9Cul1CCGJhuTcfR9fT0HOei1wAuguN5NcDBiMzb6JMuevHRk_25EnI8J6MJHBCeWtt3Ggcr4WkK95Mho3J-f25-803JJ9zHVCuabTpfdnVdQpJ-_ucf69OmrwB=w800-h500-k-no,ChIJ0eUR0nlHIYQRjG3obZkL6J8,63735,5.0,12.0,Nayarit,Valle Grande 196,Centro de estética,Centro de estética,True,https://www.facebook.com/ArteYGlamourSB/,"{""domingo"": [""Cerrado""], ""jueves"": [""11a.m.-7p.m.""], ""lunes"": [""11a.m.-7p.m.""], ""martes"": [""11a.m.-7p.m.""], ""miércoles"": [""11a.m.-7p.m.""], ""sábado"": [""11a.m.-7p.m.""], ""viernes"": [""11a.m.-7p.m.""]}"
"P.º de Atenea 253, Fraccionamiento Las Ceibas, 63735 Las Jarretaderas, Nay.",OPERATIONAL,Spa,Las Jarretaderas,Mexico,MX,0x8421474690a9d6db:0x39ff22604b249c8c,20.7063645,https://lh4.googleusercontent.com/-3WbCNL0rF7M/AAAAAAAAAAI/AAAAAAAAAAA/DbHynf3gt80/s44-p-k-no-ns-nd/photo.jpg,-105.2726708,Vintage clinic Nails y spa nuevo vallarta,Vintage clinic Nails y spa nuevo vallarta,+52 322 350 4700,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep8DyVSMpMjnHbucP5ErjDT5YTundLLWsen3r_9VTUTy5n_KhAJqb3KVLPL_dC4xrM2iValBlC5_z-si43-gIqkhGe-0bgt7qwv4RbA01CGKdWjtWOdf7xddi-6k4-P4lXEJXUi=w800-h500-k-no,ChIJ29apkEZHIYQRjJwkS2Ai_zk,63735,4.2,37.0,Nayarit,P.º de Atenea 253,Spa,Spa,True,https://www.facebook.com/share/15WBMCWAcW/%3Fmibextid%3DLQQJ4d,"{""domingo"": [""9a.m.-8p.m.""], ""jueves"": [""9a.m.-8p.m.""], ""lunes"": [""9a.m.-8p.m.""], ""martes"": [""9a.m.-8p.m.""], ""miércoles"": [""9a.m.-8p.m.""], ""sábado"": [""9a.m.-8p.m.""], ""viernes"": [""9a.m.-8p.m.""]}"
"México 200 1149, Costa Coral, 63735 Mezcales, Nay.",OPERATIONAL,Centro de estética,Mezcales,Mexico,MX,0x842147006f1acadd:0xba9cd7839569705e,20.7087969,,-105.2745003,Tresse Studio,Tresse Studio,+52 322 297 3699,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo8PSUen2grBAUvKBodKUbxkkwNCEzzOr2XhGlBnlhFvcPfH65gjekAviBmdIYBZ69WJMGkFlrc-Tr4lnSPSi1Q8dPM0ZOKxfx5G_9zB2Jd0xJD8EkYE4EMKEjmCEKlMqdcYsXM=w800-h500-k-no,ChIJ3coabwBHIYQRXnBplYPXnLo,63735,4.4,52.0,Nayarit,México 200 1149,Centro de estética,Centro de estética,False,,"{""domingo"": [""Cerrado""], ""jueves"": [""11a.m.-7p.m.""], ""lunes"": [""11a.m.-7p.m.""], ""martes"": [""11a.m.-7p.m.""], ""miércoles"": [""11a.m.-7p.m.""], ""sábado"": [""11a.m.-5p.m.""], ""viernes"": [""11a.m.-7p.m.""]}"
"Paseo de Las Palmas a un lado de la plaza 3.14, 63735 Nuevo Vallarta, Nay.",OPERATIONAL,Spa de masajes,Nuevo Vallarta,Mexico,MX,0x842146befc1ea8e7:0x9e4160bc47324a9d,20.707662799999998,https://lh3.googleusercontent.com/-pfh3_merPgM/AAAAAAAAAAI/AAAAAAAAAAA/1thF_c_WZYc/s44-p-k-no-ns-nd/photo.jpg,-105.2931352,Patty Spa Riviera Suc. Av. Las Palmas (next to plaza 3.14),Patty Spa Riviera Suc. Av. Las Palmas,+52 322 156 3245,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqjjbd2QIMi_JbfpSpf0BYdWInm9ZSVPZLNNSWxpR5m16dq9eM-SAmoaI88Gq0EiptL-qI5rSlMzbZUp5knb5DAidIu9R0CsFhysjnQ9R59IARHaGkRxErmWqwrYJrwgB1oPWPwBw=w800-h500-k-no,ChIJ56ge_L5GIYQRnUoyR7xgQZ4,63735,4.4,142.0,Nay.,Paseo de Las Palmas a un lado de la plaza 3.14,"Spa de día, Esteticista facial, Spa, Depilación con cera",Spa de día,True,https://pattyspariviera.com/%3Ffbclid%3DPAZXh0bgNhZW0CMTEAAabaC9PVzJiwxxb4pHUm_yvWZCGhWtLYNzHckA9sZFry0nh3SMpGA0lyStM_aem_j6wGReiCpI3ZTzsbaGRyZA,"{""domingo"": [""9:30a.m.-6p.m.""], ""jueves"": [""9a.m.-8p.m.""], ""lunes"": [""9a.m.-8p.m.""], ""martes"": [""9a.m.-8p.m.""], ""miércoles"": [""9a.m.-8p.m.""], ""sábado"": [""9a.m.-8p.m.""], ""viernes"": [""9a.m.-8p.m.""]}"
"Av Mexico 570-Altos, 63735 Nuevo Vallarta, Nay.",OPERATIONAL,Spa,Nuevo Vallarta,Mexico,MX,0x84214692ffb1dcdf:0xd827abe7064670f7,20.699628399999998,https://lh6.googleusercontent.com/-bltSXEn1WdY/AAAAAAAAAAI/AAAAAAAAAAA/28thosaRI4o/s44-p-k-no-ns-nd/photo.jpg,-105.2760132,Le Spa,Le Spa,+52 322 113 2838,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerj1Ze4h2tziFs9X5-x13HQ922euJe9_XDE1Ex9ktSdVbfDjt2edBnRJuTkujOyTX9u46PBr6Yra0qJQI7_uvndYPLWkKrqdqZw5HwERRaXgaNubff6vFb_j26NGZWbs07Uzj1UJx0Kl4mH=w800-h500-k-no,ChIJ39yx_5JGIYQR93BGBuerJ9g,63735,4.9,129.0,Nayarit,Av Mexico 570-Altos,"Spa, Massage spa, Masajista",Spa,True,http://www.lespa.com.mx/,"{""domingo"": [""Cerrado""], ""jueves"": [""9a.m.-8p.m.""], ""lunes"": [""9a.m.-8p.m.""], ""martes"": [""9a.m.-8p.m.""], ""miércoles"": [""9a.m.-8p.m.""], ""sábado"": [""9a.m.-8p.m.""], ""viernes"": [""9a.m.-8p.m.""]}"
"Blvrd Riviera Nayarit 2-Local 5, Plaza El Roble, 63735 Mezcales, Nay.",OPERATIONAL,Centro de estética,Mezcales,Mexico,MX,0x842145bf1fc5609d:0x2298a5f553d25581,20.7094023,https://lh6.googleusercontent.com/-ivXoNh308CA/AAAAAAAAAAI/AAAAAAAAAAA/4T73EgpfxbE/s44-p-k-no-ns-nd/photo.jpg,-105.2744563,Patrice Coiffure,Patrice Coiffure,+52 322 321 0570,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoMwJRxlVxEPFBrSTwEMlG6cXqvH_dsRT2nHwG7TF9Un_9gwSVLYeLCcx9Aw9XzllpVfiE-QIQuib8axuGSpRGInVxSdtWn2MewzOOXVIY8dTZsUTWLj3PQmOHcPpqxI5Nsby3s=w800-h500-k-no,ChIJnWDFH79FIYQRgVXSU_WlmCI,63735,4.1,35.0,Nayarit,Blvrd Riviera Nayarit 2-Local 5,Centro de estética,Centro de estética,True,,"{""domingo"": [""Cerrado""], ""jueves"": [""10a.m.-7p.m.""], ""lunes"": [""10a.m.-7p.m.""], ""martes"": [""11a.m.-7p.m.""], ""miércoles"": [""11a.m.-7p.m.""], ""sábado"": [""10a.m.-7p.m.""], ""viernes"": [""11a.m.-7p.m.""]}"
"Cto Villaserenidad int. 37, Valle Dorado, 63735 Mezcales, Nay.",OPERATIONAL,Centro de estética,Mezcales,Mexico,MX,0x842145803f1fc415:0xcdfb840134e416ac,20.7186401,https://lh4.googleusercontent.com/-x9YFwEUB304/AAAAAAAAAAI/AAAAAAAAAAA/wV4s9J158O4/s44-p-k-no-ns-nd/photo.jpg,-105.2729287,SusyJacobo HairDesigner,SusyJacobo HairDesigner,+52 322 194 3149,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepnFhA33GW5DQMvk0NyFmEfBeWQwpkHK1DwoLng6I-Wv_bVclZod94cf_jeSbXxCZ8icIROg3OOR0fIb23G1URHSnEioW9HfZcch1MrmVBbRSi_c2Mbq0BHmCT7PrBBLLFYpXc0=w800-h500-k-no,ChIJFcQfP4BFIYQRrBbkNAGE-80,63735,4.8,51.0,Nayarit,Cto Villaserenidad int. 37,"Centro de estética, Asesor de imagen, Estilista, Peluquería",Centro de estética,True,https://business.google.com/v/hairdesigner-susy-jacobo/07445181372141357853/a2c3/_,"{""domingo"": [""Cerrado""], ""jueves"": [""7a.m.-5p.m.""], ""lunes"": [""Cerrado""], ""martes"": [""7a.m.-5p.m.""], ""miércoles"": [""7a.m.-5p.m.""], ""sábado"": [""7a.m.-5p.m.""], ""viernes"": [""7a.m.-5p.m.""]}"
"Independencia 87, Costa Coral, 63735 Las Jarretaderas, Nay.",OPERATIONAL,Centro de estética,Las Jarretaderas,Mexico,MX,0x84214784d94d41d9:0x706eba39598599ff,20.6913232,https://lh4.googleusercontent.com/-syFMTULQKSg/AAAAAAAAAAI/AAAAAAAAAAA/Gah5l5kTEIA/s44-p-k-no-ns-nd/photo.jpg,-105.2761226,Nina María Studio Nails,Nina María Studio Nails,+52 322 429 5176,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-BwRZ3DOzJroguJ0_B-aJDLz92hP7tdUsifWtskGjNA99rHKTBYrQIhNYVpYSHZ-XWgL155-i20xn-E0g2YIYUolGm6zie9EpYjy3h-tJO5c8VvcHHbX_j-LROMCkVFsCDKtJ=w800-h500-k-no,ChIJ2UFN2YRHIYQR_5mFWTm6bnA,63735,5.0,3.0,Nayarit,Independencia 87,Centro de estética,Centro de estética,True,https://www.facebook.com/NinaMariaStudioNails%3Fmibextid%3DZbWKwL,"{""domingo"": [""10a.m.-2p.m.""], ""jueves"": [""10a.m.-6p.m.""], ""lunes"": [""10a.m.-6p.m.""], ""martes"": [""10a.m.-6p.m.""], ""miércoles"": [""10a.m.-6p.m.""], ""sábado"": [""10a.m.-6p.m.""], ""viernes"": [""10a.m.-6p.m.""]}"
"Plaza Vitania, segundo piso local 201, Boulevard Nayarit 63735 Las Jarretaderas, Nay. México Las Jarretaderas, 63735 Nuevo Vallarta, Nay.",OPERATIONAL,Tienda de belleza y salud,Nuevo Vallarta,Mexico,MX,0x842147988f58d369:0xb7caf99622847ae1,20.6998256,https://lh4.googleusercontent.com/-mhXxMUb15vc/AAAAAAAAAAI/AAAAAAAAAAA/5MrruTNpVt4/s44-p-k-no-ns-nd/photo.jpg,-105.27181859999999,Microblading by Ana Hernández,Microblading by Ana Hernández,+52 33 3496 6470,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq7GKELnD-MibXGYS83q1VR-QKyPFVEnOoHG7k9CaV566eLHSePWxGuexkR0IrrrHcA6YT8Y56orxHiQKADXFqlmgtnjjDanVQbm-3E6n0QMF27USgeOerCYPgcCxKJTFEo7si9wQ=w800-h500-k-no,ChIJadNYj5hHIYQR4XqEIpb5yrc,63735,5.0,11.0,Nay.,"Plaza Vitania, segundo piso local 201, Boulevard Nayarit 63735 Las Jarretaderas, Nay. México Las Jarretaderas","Centro de estética, Tienda de belleza y salud",Centro de estética,True,,"{""domingo"": [""Cerrado""], ""jueves"": [""9a.m.-7p.m.""], ""lunes"": [""9a.m.-7p.m.""], ""martes"": [""9a.m.-7p.m.""], ""miércoles"": [""9a.m.-7p.m.""], ""sábado"": [""9a.m.-5:30p.m.""], ""viernes"": [""9a.m.-7p.m.""]}"
"Carretera federal 200 #163 LOCALES COMERCIALES DEL HOTEL SPLASH Nuevo Vallarta local 4, 63735 Nay.",OPERATIONAL,Centro de estética,Las Jarretaderas,Mexico,MX,0x842147049b1f595d:0xa0be1c775c5d158,20.697889399999998,https://lh3.googleusercontent.com/-w4H2_sbwaMI/AAAAAAAAAAI/AAAAAAAAAAA/hvoUtrwiD-A/s44-p-k-no-ns-nd/photo.jpg,-105.2697443,Kayri PV Beauty,Kayri PV Beauty,+52 322 155 8364,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo3QTk6LbF6UmaxX2WskVhRsxdpDfeaAYP9JhF_3puVI5Mk27nKzqwSb9JBTQz77QGVW84MDtj4hkNWUNH8eZBbazifq-G6BFVIlm73ccGcslcM9jNQO9eZx86cCEVA-IhkH0REQw=w800-h500-k-no,ChIJXVkfmwRHIYQRWNHFdcfhCwo,63735,5.0,4.0,Nay.,Carretera federal 200 #163 LOCALES COMERCIALES DEL HOTEL SPLASH Nuevo Vallarta local 4,Centro de estética,Centro de estética,True,https://www.facebook.com/kayripvbeauty,
"Valle de Quiroga 197, Valle Dorado, 63735 Mezcales, Nay.",OPERATIONAL,Centro de estética,Mezcales,Mexico,MX,0x8421475345af4b3b:0x41c5b2b97e0c2967,20.726269,https://lh4.googleusercontent.com/-Qu4o8X6oGeo/AAAAAAAAAAI/AAAAAAAAAAA/fYR3bp1KCDY/s44-p-k-no-ns-nd/photo.jpg,-105.26559329999999,Glamour Beauty Studio by Yami,Glamour Beauty Studio by Yami,+52 322 160 2285,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqznlAM4IBMiC-2kvFRXbmSAYXyaYa9YQ6vtIJ4eXdTbeUPiJXwDiVWQGnaNGgRLNySKWvbOHiH65C2foTGPOl-QKCG1woPBTMs__5_WcubkoJ9Kk0eLMb4f6wU-nTMhE8IFKbJGQ=w800-h500-k-no,ChIJO0uvRVNHIYQRZykMfrmyxUE,63735,4.8,21.0,Nayarit,Valle de Quiroga 197,Centro de estética,Centro de estética,True,https://www.facebook.com/glamourbeautyclubmx%3Fmibextid%3DZbWKwL,"{""domingo"": [""10a.m.-4p.m.""], ""jueves"": [""10a.m.-8p.m.""], ""lunes"": [""10a.m.-8p.m.""], ""martes"": [""10a.m.-8p.m.""], ""miércoles"": [""10a.m.-8p.m.""], ""sábado"": [""10a.m.-8p.m.""], ""viernes"": [""10a.m.-8p.m.""]}"
"Núcleo Médico Joya, Paseo de los Cocoteros 55-int-22, Náutico Turístico, 63732 Nuevo Vallarta, Nay.",OPERATIONAL,Esteticista facial,Nuevo Vallarta,Mexico,MX,0x84214766e5b26a4d:0x100ac4c9f240a62f,20.6976746,https://lh6.googleusercontent.com/-5qqcp71PkXY/AAAAAAAAAAI/AAAAAAAAAAA/roFaQFxKXuU/s44-p-k-no-ns-nd/photo.jpg,-105.2957404,Aesthetic Center Joya,Aesthetic Center Joya,+52 322 318 1820,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBrF-_BnCWGBBjt0xGF_TbneZPTJjYUfSGNhxYyptmqLicOW3kiEaq9cBn3PKhowQYmhisGfNnX9cIsAco6uMNKN5hKKDoNy3sHbRAndb5KNS7N3mS31C7Mk6t3f1egfipf36Ltg=w800-h500-k-no,ChIJTWqy5WZHIYQRL6ZA8snEChA,63732,5.0,1.0,Nayarit,"Núcleo Médico Joya, Paseo de los Cocoteros 55-int-22",Esteticista facial,Esteticista facial,True,,"{""domingo"": [""Cerrado""], ""jueves"": [""10a.m.-6p.m.""], ""lunes"": [""10a.m.-6p.m.""], ""martes"": [""10a.m.-6p.m.""], ""miércoles"": [""10a.m.-6p.m.""], ""sábado"": [""10a.m.-2p.m.""], ""viernes"": [""10a.m.-6p.m.""]}"
"C. Lopez Mateos 20, Centro, 63735 Las Jarretaderas, Nay.",OPERATIONAL,Centro de estética,Las Jarretaderas,Mexico,MX,0x84214700117107a3:0x5098547b2fe5cde4,20.6938386,,-105.2744601,Salon de belleza Arely,Salon de belleza Arely,+52 322 118 9153,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZv-hP3OmSjF89IFqcsZ2axE7SQThqi3lbLg_6BizHVB8egLwcHnQzrZrE_fLddvkOQc4siqZwWzVwfbIgE601jwB91OWl79qGQXMaZymNMzIsRDjcZTV1A-GnUlXfojcTlY4msFxB8wuZ=w800-h500-k-no,ChIJowdxEQBHIYQR5M3lL3tUmFA,63735,5.0,2.0,Nayarit,C. Lopez Mateos 20,Centro de estética,Centro de estética,False,https://www.facebook.com/share/1AqAgEdV6z/,
"Valle de Aosta 50, Valle Dorado, 63735 Mezcales, Nay.",OPERATIONAL,Centro de estética,Mezcales,Mexico,MX,0x84214700634d68dd:0xba780f98ed6cb9b1,20.7131813,https://lh6.googleusercontent.com/-1-L_BXRchEM/AAAAAAAAAAI/AAAAAAAAAAA/tHZtLJWkM9g/s44-p-k-no-ns-nd/photo.jpg,-105.27026629999999,MIGUEL BRAMBILA BARBER & BEAUTY STUDIO,MIGUEL BRAMBILA BARBER & BEAUTY STUDIO,+52 322 200 8366,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoliVj0M5EDD75423vNaIkE79zR0P8gGyS4CXvJSvVYNAAYnEmSIoPDOq4985r8LCpIRCpsZQlkSunXnAn3CLgSjDiNJANWb86dgBNeE82DgrCJQJqJnvNbRUcJeYA7Nu8a3ppoDuBalUqk=w800-h500-k-no,ChIJ3WhNYwBHIYQRsbls7ZgPeLo,63735,5.0,2.0,Nayarit,Valle de Aosta 50,Centro de estética,Centro de estética,True,,"{""domingo"": [""Cerrado""], ""jueves"": [""9a.m.-5p.m.""], ""lunes"": [""9a.m.-5p.m.""], ""martes"": [""9a.m.-5p.m.""], ""miércoles"": [""9a.m.-5p.m.""], ""sábado"": [""9a.m.-5p.m.""], ""viernes"": [""9a.m.-5p.m.""]}"
"Av. los Robles 65, 63735 Las Jarretaderas, Nay.",OPERATIONAL,Centro de estética,Las Jarretaderas,Mexico,MX,0x8421470d3653a551:0xbfb982ca8c3a4434,20.7081712,,-105.2712298,Angélica Ayón Hair Studio,Angélica Ayón Hair Studio,+52 322 138 8886,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerdcyFTXaYr57thqIaLf02k2krI0fAlVslt2oETKQE1sMJxVCdfAv851n0gg6FifY2H25Kig058Str6FmEVntmqszpQujqGPOvGhiK1Lvq9bjWtI0TwUKDAND9G-VDXx2zc1mGi=w800-h500-k-no,ChIJUaVTNg1HIYQRNEQ6jMqCub8,63735,5.0,6.0,Nayarit,Av. los Robles 65,Centro de estética,Centro de estética,False,https://www.facebook.com/angelicaayonhairstudio,"{""domingo"": [""10a.m.-8p.m.""], ""jueves"": [""10a.m.-8p.m.""], ""lunes"": [""10a.m.-8p.m.""], ""martes"": [""10a.m.-8p.m.""], ""miércoles"": [""10a.m.-8p.m.""], ""sábado"": [""10a.m.-8p.m.""], ""viernes"": [""10a.m.-8p.m.""]}"
"Valle Dorado, 63735 Valle Dorado, Nay.",OPERATIONAL,Salón de manicura y pedicura,Valle Dorado,Mexico,MX,0x842147a8c7782349:0x8cea11ae9e159974,20.712407499999998,https://lh5.googleusercontent.com/-IjdGFsHBcD8/AAAAAAAAAAI/AAAAAAAAAAA/lNWhRa-hdgM/s44-p-k-no-ns-nd/photo.jpg,-105.2755698,Fabeaulous Nails Lounge,Fabeaulous Nails Lounge,+52 322 322 0498,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoo1k_0uwAp7XlR05-7ACScc1bHC2V_22OWXj9A_36_OQPNm53_h7w9uZwCpbcuIErLS1hPK5KEjMlZlwVLqsy6vMetxDS1DKAm51sP3vybadqfHD8UhLPmDMqVAwTMn40WZsvbW1wHzm6r=w800-h500-k-no,ChIJSSN4x6hHIYQRdJkVnq4R6ow,63735,5.0,42.0,Nayarit,,Salón de manicura y pedicura,Salón de manicura y pedicura,True,,"{""domingo"": [""Cerrado""], ""jueves"": [""11a.m.-8p.m.""], ""lunes"": [""Cerrado""], ""martes"": [""11a.m.-8p.m.""], ""miércoles"": [""11a.m.-8p.m.""], ""sábado"": [""10a.m.-7p.m.""], ""viernes"": [""11a.m.-8p.m.""]}"
"Blvrd Riviera Nayarit plaza, 63735 Nuevo Vallarta, Nay.",OPERATIONAL,Centro de estética,Nuevo Vallarta,Mexico,MX,0x842146f27c1d6fb5:0xd243cfcd4081b315,20.7155035,,-105.27760219999999,Micropigmentacion Permanente ASENET DUEÑAS,Micropigmentacion Permanente ASENET DUEÑAS,+52 322 187 0471,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqgdxom7Mt2yr3GwUuTXpRiNh_ScjJZmya96HzBJCeuYSdzIpt4p-0lh56gprPufpfsSHpmoRSudACtSxo6ZwFybW-xx_-JG5JIwFxpvEo0-JV5eLW8lqdpc_NsV-yeS6kb1Xs=w800-h500-k-no,ChIJtW8dfPJGIYQRFbOBQM3PQ9I,63735,5.0,2.0,Nayarit,Blvrd Riviera Nayarit plaza,Centro de estética,Centro de estética,False,,"{""domingo"": [""Cerrado""], ""jueves"": [""9a.m.-2p.m."", ""4-8p.m.""], ""lunes"": [""9a.m.-2p.m."", ""4-8p.m.""], ""martes"": [""9a.m.-2p.m."", ""4-8p.m.""], ""miércoles"": [""9a.m.-2p.m."", ""4-8p.m.""], ""sábado"": [""9a.m.-2p.m.""], ""viernes"": [""9a.m.-2p.m."", ""4-8p.m.""]}"
"Valle Grande 154, Valle Dorado, 63735 Mezcales, Nay.",OPERATIONAL,Salón de pestañas,Mezcales,Mexico,MX,0x8421479517077c59:0x2df89c6064e844db,20.716067799999998,https://lh4.googleusercontent.com/-m8g-9VHkyRM/AAAAAAAAAAI/AAAAAAAAAAA/UnfdC2SC2Ms/s44-p-k-no-ns-nd/photo.jpg,-105.27190879999999,Karen Palomera Makeup & Nails,Karen Palomera Makeup & Nails,+52 322 294 4457,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoWuPnjy7CR0ECHL6FzLoU5a9QGI0sPsMrXa6Sq3dntPgGmEODGapB8wp8v1_27G8ll1kbo-Pr7CGUNOArK4Sc4Y3Cby82YZNguDRZqDUdqD0LwYjUoqeX3uE5v91XKfZbKtFATEuErsi8=w800-h500-k-no,ChIJWXwHF5VHIYQR20ToZGCc-C0,63735,4.8,26.0,Nayarit,Valle Grande 154,Salón de manicura y pedicura,Salón de manicura y pedicura,True,http://www.facebook.com/karenpalomeramakeup,"{""domingo"": [""Cerrado""], ""jueves"": [""9a.m.-8p.m.""], ""lunes"": [""9a.m.-8p.m.""], ""martes"": [""9a.m.-8p.m.""], ""miércoles"": [""9a.m.-8p.m.""], ""sábado"": [""9a.m.-8p.m.""], ""viernes"": [""9a.m.-8p.m.""]}"
"Constitución 31, Centro, 63737 San José del Valle, Nay.",OPERATIONAL,Centro de estética,San José del Valle,Mexico,MX,0x842147dd7051fb87:0x1eb1e6b5c3499b60,20.7625335,https://lh4.googleusercontent.com/-puTp-R58zcU/AAAAAAAAAAI/AAAAAAAAAAA/RrisnQOK12g/s44-p-k-no-ns-nd/photo.jpg,-105.2288468,Jazmin Larios estudio de belleza,Jazmin Larios estudio de belleza,+52 322 212 4778,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoqBSEVGcrHhKHCdYMaK_yXh8DrK1oeiaxVDAIX4QTcBtBqA_IjPBsLnRGao5DYkZcGMtcqZBpRIaRwXZ0E5YK1I_XIDyykFtvuWjEeYVK3s7J6R2PUARdihgUtsAewr1N3aa26=w800-h500-k-no,ChIJh_tRcN1HIYQRYJtJw7XmsR4,63737,5.0,38.0,Nayarit,Constitución 31,Centro de estética,Centro de estética,True,,"{""domingo"": [""Cerrado""], ""jueves"": [""11a.m.-6p.m.""], ""lunes"": [""11a.m.-6p.m.""], ""martes"": [""11a.m.-6p.m.""], ""miércoles"": [""11a.m.-6p.m.""], ""sábado"": [""11a.m.-6p.m.""], ""viernes"": [""11a.m.-6p.m.""]}"
"Rafael Osuna 157-Int. A, Versalles, 48310 Puerto Vallarta, Jal.",OPERATIONAL,Centro de estética,Puerto Vallarta,Mexico,MX,0x842145649ac5bbad:0x83703a5ce30f6f7b,20.6338008,https://lh3.googleusercontent.com/-tkc5OKTouLo/AAAAAAAAAAI/AAAAAAAAAAA/Reu8Et1rJVU/s44-p-k-no-ns-nd/photo.jpg,-105.2259455,New Look - Nails & Beauty Salon,New Look - Nails & Beauty Salon,+52 322 225 0795,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7l6w92A4ECSvdTYrpriQGEQQPva9qi89u9jYfqHz_fTQx1IY2RRFkblz1j0f3fZGhNON0B6NTH7wTGdhYtQGZpOHOVGRLNczJ1DeHBztveIzmgmuh6_ElQSmjdOOTzDJN9Z5C=w800-h500-k-no,ChIJrbvFmmRFIYQRe28P41w6cIM,48310,4.8,97.0,Jalisco,Rafael Osuna 157-Int. A,Centro de estética,Centro de estética,True,https://www.facebook.com/VallartaNewlook/,"{""domingo"": [""10a.m.-2p.m.""], ""jueves"": [""10a.m.-7p.m.""], ""lunes"": [""10a.m.-7p.m.""], ""martes"": [""10a.m.-7p.m.""], ""miércoles"": [""10a.m.-7p.m.""], ""sábado"": [""Cerrado""], ""viernes"": [""10a.m.-7p.m.""]}"
"Blvrd de Nayarit, 63735 Las Jarretaderas, Nay.",OPERATIONAL,Centro de estética,Las Jarretaderas,Mexico,MX,0x8421470bad3c0b75:0x2d992fa2a58d15db,20.7023394,,-105.27480539999999,Dra CABELLO,Dra CABELLO,+52 322 146 9985,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CaBMRb14srecay-adbPZ7g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=307.7145&pitch=0&thumbfov=100,ChIJdQs8rQtHIYQR2xWNpaIvmS0,63735,5.0,1.0,Nayarit,Blvrd de Nayarit,Centro de estética,Centro de estética,False,,"{""domingo"": [""Cerrado""], ""jueves"": [""9a.m.-5p.m.""], ""lunes"": [""9a.m.-5p.m.""], ""martes"": [""9a.m.-5p.m.""], ""miércoles"": [""9a.m.-5p.m.""], ""sábado"": [""9a.m.-5p.m.""], ""viernes"": [""9a.m.-5p.m.""]}"
"Local H-2, Paseo de los Cocoteros 85-Sur, 63732 Nuevo Vallarta, Nay.",OPERATIONAL,Centro de estética,Nuevo Vallarta,Mexico,MX,0x842146a3e8472e35:0x7e5bbabf8ccd808b,20.694179,https://lh6.googleusercontent.com/-GxulP15eIwY/AAAAAAAAAAI/AAAAAAAAAAA/P-0lsdnIhuo/s44-p-k-no-ns-nd/photo.jpg,-105.2942771,Uñas Norma Paradise Plaza,Uñas Norma Paradise Plaza,+52 322 297 4208,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqeA3I2XuPYkblFHuG5-K45jkAeUIFmLP7cJIYeSPvxnB1aHAa4mcSt95DY5_Dqh28UiNET-w8V4k-E08Pk7jDWysJeyFxKos0Q5rP0J9qiiJiKM6kPPwRMpK-WlQkljPoXMLRd=w800-h500-k-no,ChIJNS5H6KNGIYQRi4DNjL-6W34,63732,4.4,49.0,Nay.,"Local H-2, Paseo de los Cocoteros 85-Sur",Centro de estética,Centro de estética,True,https://www.facebook.com/unasnormavallarta/,"{""domingo"": [""Cerrado""], ""jueves"": [""9a.m.-7p.m.""], ""lunes"": [""9a.m.-7p.m.""], ""martes"": [""9a.m.-7p.m.""], ""miércoles"": [""9a.m.-7p.m.""], ""sábado"": [""9a.m.-7p.m.""], ""viernes"": [""9a.m.-7p.m.""]}"
